0	1
Abbasid	Euclid
Abbasid	Iran
Abbasid	Iraq
Abbasid	Mecca
Abbasid	Muhammad
Abbasid	Spain
Abbasid	Sultan
Abbasid	Syria
Abbey	10th_century
Abbey	4th_century
Abbey	Abbot
Abbey	Bristol
Abbey	Cattle
Abbey	Christianity
Abbey	Egypt
Abbey	England
Abbey	Flanders
Abbey	France
Abbey	Nile
Abbey	Spain
Abbey	Syria
Abbey	Westminster_Abbey
Abbey_Theatre	Dublin
Abbey_Theatre	Edward_VII_of_the_United_Kingdom
Abbey_Theatre	England
Abbey_Theatre	Europe
Abbey_Theatre	Ireland
Abbey_Theatre	Irish_theatre
Abbey_Theatre	John_Millington_Synge
Abbey_Theatre	Manchester
Abbey_Theatre	North_America
Abbey_Theatre	Samuel_Beckett
Abbey_Theatre	Theatre
Abbey_Theatre	United_States
Abbey_Theatre	Wales
Abbey_Theatre	William_Butler_Yeats
Abbot	10th_century
Abbot	5th_century
Abbot	7th_century
Abbot	8th_century
Abbot	Abbey
Abbot	Anglican_Communion
Abbot	Christian_monasticism
Abbot	Christianity
Abbot	Egypt
Abbot	English_language
Abbot	French_Revolution
Abbot	Genoa
Abbot	Henry_VIII_of_England
Abbot	Leicester
Abbot	Rome
Abbot	Rule_of_St_Benedict
Abbot	Syria
Abbot	York
Abel_Tasman	Australia
Abel_Tasman	Fiji
Abel_Tasman	Jakarta
Abel_Tasman	Japan
Abel_Tasman	Manila
Abel_Tasman	Mauritius
Abel_Tasman	Netherlands
Abel_Tasman	New_Zealand
Abel_Tasman	Sumatra
Abel_Tasman	Thailand
Abel_Tasman	Tonga
Aberdeen	Bahá'í_Faith
Aberdeen	Belarus
Aberdeen	Buddhism
Aberdeen	City_status_in_the_United_Kingdom
Aberdeen	Commonwealth_Games
Aberdeen	Dundee
Aberdeen	Edinburgh
Aberdeen	Edward_VII_of_the_United_Kingdom
Aberdeen	England
Aberdeen	Europe
Aberdeen	European_Union
Aberdeen	France
Aberdeen	Garden
Aberdeen	Germany
Aberdeen	Granite
Aberdeen	Hinduism
Aberdeen	Language
Aberdeen	List_of_sovereign_states
Aberdeen	London
Aberdeen	Netherlands
Aberdeen	North_Sea_oil
Aberdeen	Norway
Aberdeen	Orkney
Aberdeen	Park
Aberdeen	Parliament_of_the_United_Kingdom
Aberdeen	Petroleum
Aberdeen	Scots_language
Aberdeen	Scottish_Episcopal_Church
Aberdeen	United_Kingdom
Aberdeen	Zimbabwe
Aberration_of_light	Earth
Aberration_of_light	Heliocentrism
Aberration_of_light	Isaac_Newton
Aberration_of_light	Johannes_Kepler
Aberration_of_light	London
Aberration_of_light	Mercury_(planet)
Aberration_of_light	Neptune
Aberration_of_light	Planet
Aberration_of_light	Solar_System
Aberration_of_light	Speed_of_light
Aberration_of_light	Sun
Aberration_of_light	Tycho_Brahe
Aberystwyth	Birmingham
Aberystwyth	Cardiff
Aberystwyth	Edward_I_of_England
Aberystwyth	Elizabeth_I_of_England
Aberystwyth	Henry_VIII_of_England
Aberystwyth	Henry_V_of_England
Aberystwyth	United_Kingdom
Aberystwyth	Wales
Abhidhamma_Pitaka	Buddhism
Abhidhamma_Pitaka	Sanskrit
Abhidhamma_Pitaka	University_of_Bristol
Abidjan	Accra
Abidjan	Africa
Abidjan	Atlantic_Ocean
Abidjan	Bridge
Abidjan	Burkina_Faso
Abidjan	Côte_d'Ivoire
Abidjan	Capital
Abidjan	Condoleezza_Rice
Abidjan	Dakar
Abidjan	France
Abidjan	Liberia
Abidjan	Mali
Abidjan	Oil_refinery
Abidjan	Ouagadougou
Abidjan	Park
Abidjan	Train
Abidjan	United_Nations
Abidjan	University
Abkhazia	Black_Sea
Abkhazia	Capital
Abkhazia	Christianity
Abkhazia	Country
Abkhazia	Currency
Abkhazia	Encyclopædia_Britannica
Abkhazia	European_Union
Abkhazia	Fruit
Abkhazia	Georgia_(country)
Abkhazia	International_law
Abkhazia	Islam
Abkhazia	Landscape
Abkhazia	Lisbon
Abkhazia	NATO
Abkhazia	Ottoman_Empire
Abkhazia	River
Abkhazia	Roman_Empire
Abkhazia	Soviet_Union
Abkhazia	Tea
Abkhazia	Time_zone
Abkhazia	Tobacco
Abkhazia	United_Nations
Abkhazia	Water
Able_Archer_83	Black_Sea
Able_Archer_83	Elizabeth_II_of_the_United_Kingdom
Able_Archer_83	Greenland
Able_Archer_83	Iceland
Able_Archer_83	Invasion_of_Grenada
Able_Archer_83	Margaret_Thatcher
Able_Archer_83	Mikhail_Gorbachev
Able_Archer_83	President_of_the_United_States
Able_Archer_83	United_Kingdom
Able_Archer_83	United_States
Abraham_Goldfaden	England
Abraham_Goldfaden	France
Abraham_Goldfaden	George_Eliot
Abraham_Goldfaden	German_language
Abraham_Goldfaden	Jerusalem
Abraham_Goldfaden	Jew
Abraham_Goldfaden	Moscow
Abraham_Goldfaden	New_York_City
Abraham_Goldfaden	Paris
Abraham_Goldfaden	Piano
Abraham_Goldfaden	Russian_language
Abraham_Goldfaden	Socialism
Abraham_Goldfaden	United_States
Abraham_Goldfaden	William_Shakespeare
Abraham_Goldfaden	Zionism
Abraham_Lincoln	American_Civil_War
Abraham_Lincoln	Andrew_Johnson
Abraham_Lincoln	Charles_Darwin
Abraham_Lincoln	Charles_Sumner
Abraham_Lincoln	Chicago
Abraham_Lincoln	Edinburgh
Abraham_Lincoln	First_Transcontinental_Railroad
Abraham_Lincoln	Frederick_Douglass
Abraham_Lincoln	Gettysburg_Address
Abraham_Lincoln	James_K._Polk
Abraham_Lincoln	London
Abraham_Lincoln	Lyndon_B._Johnson
Abraham_Lincoln	Minnesota
Abraham_Lincoln	Mississippi_River
Abraham_Lincoln	Richmond,_Virginia
Abraham_Lincoln	Tijuana
Abraham_Lincoln	U.S._state
Abraham_Lincoln	Ulysses_S._Grant
Abraham_Lincoln	United_States_House_of_Representatives
Abraham_Lincoln	Washington,_D.C.
Abraham_Lincoln	West_Virginia
Abraham_Lincoln	William_Shakespeare
Abraham_Lincoln	William_Tecumseh_Sherman
Absinthe	Amsterdam
Absinthe	Angelica
Absinthe	Antimony
Absinthe	Australia
Absinthe	Belgium
Absinthe	Brazil
Absinthe	Canada
Absinthe	Common_sage
Absinthe	Coriander
Absinthe	Czech_Republic
Absinthe	Ernest_Hemingway
Absinthe	France
Absinthe	Latin
Absinthe	Lemon_balm
Absinthe	Mexico
Absinthe	Netherlands
Absinthe	Pablo_Picasso
Absinthe	Paris
Absinthe	Prague
Absinthe	Spain
Absinthe	Sugar
Absinthe	Switzerland
Absinthe	United_Kingdom
Absinthe	Zinc
Absolute_zero	Albert_Einstein
Absolute_zero	Antoine_Lavoisier
Absolute_zero	Carbon
Absolute_zero	Crystal
Absolute_zero	Galileo_Galilei
Absolute_zero	Quantum_mechanics
Absolute_zero	Robert_Boyle
Absolute_zero	Symmetry
Absolute_zero	Thermodynamic_temperature
Absolute_zero	Thermodynamics
Absolute_zero	William_Thomson,_1st_Baron_Kelvin
Abstract_art	20th_century
Abstract_art	Art
Abstract_art	Constructivism_(art)
Abstract_art	Fine_art
Abu_Dhabi	18th_century
Abu_Dhabi	19th_century
Abu_Dhabi	20th_century
Abu_Dhabi	Arabic_language
Abu_Dhabi	Arecaceae
Abu_Dhabi	Dubai
Abu_Dhabi	Egypt
Abu_Dhabi	Emirate
Abu_Dhabi	Gazelle
Abu_Dhabi	Hindi
Abu_Dhabi	India
Abu_Dhabi	Pearl
Abu_Dhabi	Persian_Gulf
Abu_Dhabi	Petroleum
Abu_Dhabi	Philippines
Abu_Dhabi	Saudi_Arabia
Abu_Dhabi	United_Arab_Emirates
Abuja	Brazil
Abuja	Lagos
Abuja	Time_zone
Acceleration	Earth
Acceleration	Sea
Acceleration	Special_relativity
Acceleration	Time
Accountancy	Capitalism
Accountancy	Civilization
Accountancy	Economics
Accountancy	English_language
Accountancy	Human
Accountancy	Islam
Accountancy	Italy
Accountancy	London
Accountancy	Persian_Empire
Accra	Clothing
Accra	Denmark
Accra	Earthquake
Accra	Ghana
Accra	Great_Britain
Accra	Netherlands
Accra	Portugal
Accra	Sweden
Accra	Time_zone
Acetic_acid	Acetone
Acetic_acid	Actinium
Acetic_acid	Aluminium
Acetic_acid	BP
Acetic_acid	Bacteria
Acetic_acid	Beer
Acetic_acid	Box_jellyfish
Acetic_acid	Carbon_dioxide
Acetic_acid	Cereal
Acetic_acid	Chromium
Acetic_acid	Cider
Acetic_acid	Cobalt
Acetic_acid	Copper
Acetic_acid	Corrosion
Acetic_acid	Earth's_atmosphere
Acetic_acid	Ethanol
Acetic_acid	Formic_acid
Acetic_acid	Fungus
Acetic_acid	Gas
Acetic_acid	Germany
Acetic_acid	Greece
Acetic_acid	Hydrogen
Acetic_acid	Iodine
Acetic_acid	Iridium
Acetic_acid	Iron
Acetic_acid	Iron(III)_chloride
Acetic_acid	Japan
Acetic_acid	Magnesium
Acetic_acid	Metal
Acetic_acid	Palladium
Acetic_acid	Pigment
Acetic_acid	Potato
Acetic_acid	Proton
Acetic_acid	Renaissance
Acetic_acid	Rhodium
Acetic_acid	Rome
Acetic_acid	Salt
Acetic_acid	Soil
Acetic_acid	Sugar
Acetic_acid	Sulfuric_acid
Acetic_acid	Toluene
Acetic_acid	United_States
Acetic_acid	Wine
Acetic_acid	Yeast
Acetic_acid	Zinc
Acetone	Bacteria
Acetone	Bromine
Acetone	Ethanol
Acetone	Israel
Acetone	Phase_(matter)
Acetone	Sulfuric_acid
Acetone	Toluene
Acetone	World_War_I
Achilles	Agamemnon
Achilles	Alexander_the_Great
Achilles	Apollo
Achilles	Danube
Achilles	Greece
Achilles	Greek_mythology
Achilles	Homer
Achilles	Odyssey
Achilles	Plato
Achilles	Romania
Achilles	Romanticism
Achilles	Ukraine
Achilles	William_Shakespeare
Achilles	Zeus
Acid_rain	Earth's_atmosphere
Acid_rain	England
Acid_rain	Forest
Acid_rain	Glacier
Acid_rain	Global_warming
Acid_rain	Gypsum
Acid_rain	Kyoto_Protocol
Acid_rain	Ocean
Acid_rain	Oxygen
Acid_rain	Ozone
Acid_rain	Ozone_depletion
Acid_rain	People's_Republic_of_China
Acid_rain	Pollution
Acid_rain	Rain
Acid_rain	River
Acid_rain	Russia
Acid_rain	Smog
Acid_rain	Snow
Acid_rain	Sulfuric_acid
Acid_rain	Volcano
Acorn_Computers	Belgium
Acorn_Computers	Birmingham
Acorn_Computers	Cambridge
Acorn_Computers	Central_processing_unit
Acorn_Computers	Commodore_64
Acorn_Computers	Computer
Acorn_Computers	Employment
Acorn_Computers	Floppy_disk
Acorn_Computers	Ireland
Acorn_Computers	Parliament_of_the_United_Kingdom
Acorn_Computers	Pound_sterling
Acorn_Computers	The_Fens
Acorn_Computers	United_Kingdom
Acorn_Computers	Wales
Acorn_Computers	World_Wide_Web
Acorn_Computers	ZX_Spectrum
Actinium	Chemical_element
Actinium	Color
Actinium	Electron
Actinium	Francium
Actinium	Lanthanum
Actinium	List_of_elements_by_name
Actinium	Periodic_table
Actinium	Phase_(matter)
Actinium	Plutonium
Actinium	Radon
Actinium	Thorium
Actinium	Uranium
Action_potential	Animal
Action_potential	Calcium
Action_potential	Capacitance
Action_potential	Cell_(biology)
Action_potential	Electrical_resistance
Action_potential	Giraffe
Action_potential	Multiple_sclerosis
Action_potential	Potassium
Action_potential	Whale
Actor	Charles_II_of_England
Actor	Drama
Actor	Film
Actor	Japan
Actor	Latin
Actor	Middle_Ages
Actor	William_Shakespeare
Acts_of_Union_1707	Edinburgh
Acts_of_Union_1707	England
Acts_of_Union_1707	House_of_Lords
Acts_of_Union_1707	Laws_in_Wales_Acts_1535–1542
Acts_of_Union_1707	Scotland
Acts_of_Union_1707	United_Kingdom
Actuary	17th_century
Actuary	18th_century
Actuary	19th_century
Actuary	20th_century
Actuary	Ancient_Rome
Actuary	Business
Actuary	Climate_change
Actuary	Edinburgh
Actuary	Government
Actuary	Hurricane_Katrina
Actuary	Law
Actuary	London
Actuary	Mathematics
Actuary	Politics
Actuary	Probability_theory
Actuary	Republic_of_Ireland
Actuary	Roman_Empire
Actuary	Scotland
Actuary	Statistics
Actuary	Sweden
Actuary	Terrorism
Actuary	The_Wall_Street_Journal
Actuary	United_States_dollar
Actuary	War
Adam_Smith	Capitalism
Adam_Smith	David_Hume
Adam_Smith	Economics
Adam_Smith	Edinburgh
Adam_Smith	France
Adam_Smith	Glasgow
Adam_Smith	John_Locke
Adam_Smith	Liberal_democracy
Adam_Smith	Liberalism
Adam_Smith	Logic
Adam_Smith	Mercantilism
Adam_Smith	Political_economy
Adam_Smith	Political_philosophy
Adam_Smith	Politics
Adam_Smith	Pound_sterling
Adam_Smith	Thomas_Hobbes
Adam_Smith	Thomas_Malthus
Adam_Smith	Utilitarianism
Addis_Ababa	African_Union
Addis_Ababa	Ethiopia
Addis_Ababa	Finland
Addis_Ababa	Italy
Addis_Ababa	Jew
Addis_Ababa	Market
Addis_Ababa	Water
Adelaide	Airbus_A380
Adelaide	Australia
Adelaide	Drought
Adelaide	Football_(soccer)
Adelaide	Irish_people
Adelaide	Manufacturing
Adelaide	Perth,_Western_Australia
Adelaide	Snow
Adelaide	William_IV_of_the_United_Kingdom
Adelaide	Wine
Adelaide	World_War_I
Adelaide	World_War_II
Adenosine_triphosphate	Calcium
Adenosine_triphosphate	Cell_(biology)
Adenosine_triphosphate	DNA
Adenosine_triphosphate	DNA_repair
Adenosine_triphosphate	Energy
Adenosine_triphosphate	Magnesium
Adenosine_triphosphate	Mitochondrion
Adenosine_triphosphate	Proton
Adi_Shankara	14th_century
Adi_Shankara	15th_century
Adi_Shankara	17th_century
Adi_Shankara	Brahman
Adi_Shankara	Chola_dynasty
Adi_Shankara	Gautama_Buddha
Adi_Shankara	Himalayas
Adi_Shankara	India
Adi_Shankara	Kashmir_region
Adi_Shankara	Sanskrit
Adi_Shankara	Varanasi
Adolf_Hitler	Anschluss
Adolf_Hitler	Architecture
Adolf_Hitler	Art
Adolf_Hitler	Austria
Adolf_Hitler	Battle_of_Britain
Adolf_Hitler	Battle_of_France
Adolf_Hitler	Belarus
Adolf_Hitler	Berlin
Adolf_Hitler	British_Empire
Adolf_Hitler	Bulgaria
Adolf_Hitler	Charlie_Chaplin
Adolf_Hitler	Dam
Adolf_Hitler	Democracy
Adolf_Hitler	Denmark
Adolf_Hitler	Fascism
Adolf_Hitler	France
Adolf_Hitler	Genealogy
Adolf_Hitler	German_language
Adolf_Hitler	Germany
Adolf_Hitler	Gold
Adolf_Hitler	Hungary
Adolf_Hitler	India
Adolf_Hitler	Jew
Adolf_Hitler	Liberalism
Adolf_Hitler	London
Adolf_Hitler	Luftwaffe
Adolf_Hitler	Luxembourg
Adolf_Hitler	Marxism
Adolf_Hitler	Moscow
Adolf_Hitler	Nationalism
Adolf_Hitler	Nazism
Adolf_Hitler	Netherlands
Adolf_Hitler	Norway
Adolf_Hitler	Pablo_Picasso
Adolf_Hitler	Parliamentary_system
Adolf_Hitler	Politics
Adolf_Hitler	Prague
Adolf_Hitler	Propaganda
Adolf_Hitler	Radar
Adolf_Hitler	Richard_Wagner
Adolf_Hitler	Roman_Catholic_Church
Adolf_Hitler	Royal_Air_Force
Adolf_Hitler	Socialism
Adolf_Hitler	Suez_Canal
Adolf_Hitler	Swastika
Adolf_Hitler	Sweden
Adolf_Hitler	The_Holocaust
Adolf_Hitler	Treaty_of_Versailles
Adolf_Hitler	Ukraine
Adolf_Hitler	United_States
Adolf_Hitler	Vienna
Adolf_Hitler	Weimar_Republic
Adolf_Hitler	Winston_Churchill
Adolf_Hitler	World_War_I
Adolf_Hitler	World_War_II
Adriaen_van_der_Donck	Netherlands
Adriaen_van_der_Donck	New_York_City
Adriaen_van_der_Donck	Spain
Adriaen_van_der_Donck	The_Hague
Advertising	Ancient_Rome
Advertising	Ancient_history
Advertising	Asia
Advertising	Broadcasting
Advertising	Encyclopædia_Britannica
Advertising	Google
Advertising	India
Advertising	Internet
Advertising	Newspaper
Advertising	Pompeii
Advertising	Radio
Advertising	South_America
Advertising	Sweden
Advertising	Television
Advertising	Tokyo
Advertising	United_States
Aesthetics	Ancient_Greece
Aesthetics	Ancient_Rome
Aesthetics	Architecture
Aesthetics	Aristotle
Aesthetics	Art
Aesthetics	Charlemagne
Aesthetics	China
Aesthetics	Confucius
Aesthetics	Cubism
Aesthetics	Dada
Aesthetics	David_Hume
Aesthetics	Earl_of_Shaftesbury
Aesthetics	Edmund_Burke
Aesthetics	English_language
Aesthetics	Geometry
Aesthetics	Germany
Aesthetics	Guqin
Aesthetics	Humour
Aesthetics	Igor_Stravinsky
Aesthetics	Immanuel_Kant
Aesthetics	Indus_Valley_Civilization
Aesthetics	Japan
Aesthetics	Leo_Tolstoy
Aesthetics	Mathematics
Aesthetics	Mesopotamia
Aesthetics	Music
Aesthetics	Park
Aesthetics	Parthenon
Aesthetics	Poetry
Aesthetics	Religion
Aesthetics	Symmetry
Aesthetics	William_Hogarth
Afghan_Hound	20th_century
Afghan_Hound	Afghanistan
Afghan_Hound	Cancer
Afghan_Hound	Europe
Afghan_Hound	Fox
Afghan_Hound	Gazelle
Afghan_Hound	United_States
Afghanistan	18th_century
Afghanistan	Afghan_Hound
Afghanistan	Alexander_the_Great
Afghanistan	Anno_Domini
Afghanistan	Armenia
Afghanistan	Asia
Afghanistan	Communism
Afghanistan	Delhi
Afghanistan	Domestic_goat
Afghanistan	Dubai
Afghanistan	Earthquake
Afghanistan	Genghis_Khan
Afghanistan	Germany
Afghanistan	Great_Britain
Afghanistan	Idolatry
Afghanistan	India
Afghanistan	Islam
Afghanistan	Islamic_republic
Afghanistan	Istanbul
Afghanistan	Jimmy_Carter
Afghanistan	List_of_countries_by_system_of_government
Afghanistan	Mesopotamia
Afghanistan	Monarchy
Afghanistan	Myanmar
Afghanistan	NATO
Afghanistan	People's_Republic_of_China
Afghanistan	Persian_Empire
Afghanistan	Persian_literature
Afghanistan	Sassanid_Empire
Afghanistan	September_11,_2001_attacks
Afghanistan	Somalia
Afghanistan	Soviet_Union
Afghanistan	Sport
Afghanistan	Time_zone
Afghanistan	Timur
Afghanistan	Turkmenistan
Afghanistan	United_Nations
Afghanistan	Uzbekistan
Afghanistan	World_Bank_Group
Africa	Abidjan
Africa	Addis_Ababa
Africa	African_Great_Lakes
Africa	African_Union
Africa	Afrikaans
Africa	Agriculture
Africa	Algeria
Africa	Algiers
Africa	Ancient_Greece
Africa	Angola
Africa	Antananarivo
Africa	Anthropology
Africa	Arabic_language
Africa	Asia
Africa	Atlantic_Ocean
Africa	Atlantic_slave_trade
Africa	Bamako
Africa	Banjul
Africa	Bantu
Africa	Belgium
Africa	Benin
Africa	Bissau
Africa	Burkina_Faso
Africa	Burundi
Africa	Côte_d'Ivoire
Africa	Cairo
Africa	Camel
Africa	Cameroon
Africa	Cape_Town
Africa	Cape_Verde
Africa	Capital
Africa	Carnivore
Africa	Central_African_Republic
Africa	Chad
Africa	Cheetah
Africa	China
Africa	Christianity
Africa	Coffee
Africa	Comoros
Africa	Conakry
Africa	Congo_River
Africa	Crocodile
Africa	Culture
Africa	Dakar
Africa	Deity
Africa	Democracy
Africa	Democratic_Republic_of_the_Congo
Africa	Despotism
Africa	Diamond
Africa	East_Africa
Africa	Egypt
Africa	El_Aaiún
Africa	English_language
Africa	Equatorial_Guinea
Africa	Ethiopia
Africa	Europe
Africa	Famine
Africa	Flute
Africa	Fossil
Africa	France
Africa	French_language
Africa	Funchal
Africa	Gabon
Africa	Ghana
Africa	Giraffe
Africa	Glacier
Africa	Gold
Africa	Great_Pyramid_of_Giza
Africa	Guinea-Bissau
Africa	HIV
Africa	Harare
Africa	Henry_Morton_Stanley
Africa	Horn_of_Africa
Africa	Human
Africa	Hyena
Africa	India
Africa	Indian_Ocean
Africa	Irrigation
Africa	Islam
Africa	Jazz
Africa	Kenya
Africa	Khartoum
Africa	Kigali
Africa	Lake_Tanganyika
Africa	Lake_Victoria
Africa	Language
Africa	Las_Palmas_de_Gran_Canaria
Africa	Latin_America
Africa	Liberia
Africa	Libya
Africa	Lilongwe
Africa	Lion
Africa	Lomé
Africa	Madagascar
Africa	Malawi
Africa	Mali
Africa	Maputo
Africa	Maseru
Africa	Mauritania
Africa	Mauritius
Africa	Mayotte
Africa	Mbabane
Africa	Mediterranean_Sea
Africa	Middle_Ages
Africa	Military_dictatorship
Africa	Mitochondrial_Eve
Africa	Mogadishu
Africa	Morocco
Africa	Mozambique
Africa	Namibia
Africa	Netherlands
Africa	Nigeria
Africa	Nile
Africa	North_Africa
Africa	Nouakchott
Africa	Ouagadougou
Africa	Palm_oil
Africa	Persian_Empire
Africa	Pope
Africa	Port_Louis
Africa	Portugal
Africa	Poverty
Africa	Pretoria
Africa	Ptolemy
Africa	Réunion
Africa	Rabat
Africa	Rainforest
Africa	Red_Sea
Africa	Reggae
Africa	Republic_of_the_Congo
Africa	Richard_Francis_Burton
Africa	Royal_Navy
Africa	Rwanda
Africa	São_Tomé_and_Príncipe
Africa	Saint_Helena
Africa	Scramble_for_Africa
Africa	Senegal
Africa	Seychelles
Africa	Sierra_Leone
Africa	Somalia
Africa	Sorghum
Africa	South_Africa
Africa	Soviet_Union
Africa	Spain
Africa	Suez_Canal
Africa	Swaziland
Africa	Tanzania
Africa	Temperate
Africa	Timbuktu
Africa	Tripoli
Africa	Trumpet
Africa	Tunisia
Africa	Uganda
Africa	United_States
Africa	Victoria,_Seychelles
Africa	World_War_I
Africa	World_War_II
Africa	Yamoussoukro
Africa	Zambia
Africa	Zheng_He
Africa	Zimbabwe
Africa	Zulu
African_American_literature	Aesthetics
African_American_literature	Africa
African_American_literature	American_Civil_War
African_American_literature	Anthropology
African_American_literature	Bill_Clinton
African_American_literature	Chicago
African_American_literature	Frederick_Douglass
African_American_literature	French_language
African_American_literature	George_Washington
African_American_literature	Jamaica
African_American_literature	Literature
African_American_literature	Martin_Luther_King,_Jr.
African_American_literature	Nationalism
African_American_literature	New_York_City
African_American_literature	North_America
African_American_literature	Rapping
African_American_literature	Slavery
African_American_literature	The_Gambia
African_American_literature	Thomas_Jefferson
African_American_literature	World_War_I
African_American_literature	World_War_II
African_Black_Oystercatcher	Africa
African_Black_Oystercatcher	Binomial_nomenclature
African_Black_Oystercatcher	Bird
African_Black_Oystercatcher	Chordate
African_Black_Oystercatcher	Feather
African_Black_Oystercatcher	Plover
African_Black_Oystercatcher	Scientific_classification
African_Black_Oystercatcher	Wader
African_Brush-tailed_Porcupine	Africa
African_Brush-tailed_Porcupine	Animal
African_Brush-tailed_Porcupine	Binomial_nomenclature
African_Brush-tailed_Porcupine	Mammal
African_Buffalo	Animal
African_Buffalo	Binomial_nomenclature
African_Buffalo	Cattle
African_Buffalo	Chordate
African_Buffalo	Ethiopia
African_Buffalo	Hippopotamus
African_Buffalo	Kenya
African_Buffalo	Mozambique
African_Buffalo	Namibia
African_Buffalo	Scientific_classification
African_Buffalo	Somalia
African_Buffalo	South_Africa
African_Buffalo	Water_Buffalo
African_Buffalo	Zimbabwe
African_Darter	Africa
African_Darter	Animal
African_Darter	Binomial_nomenclature
African_Darter	Cormorant
African_Darter	Heron
African_Great_Lakes	Africa
African_Great_Lakes	Burundi
African_Great_Lakes	Cattle
African_Great_Lakes	Congo_River
African_Great_Lakes	Democratic_Republic_of_the_Congo
African_Great_Lakes	Domestic_goat
African_Great_Lakes	Fresh_water
African_Great_Lakes	Indian_Ocean
African_Great_Lakes	Kenya
African_Great_Lakes	Lake_Albert
African_Great_Lakes	Lake_Edward
African_Great_Lakes	Lake_Kivu
African_Great_Lakes	Lake_Malawi
African_Great_Lakes	Lake_Tanganyika
African_Great_Lakes	Lake_Victoria
African_Great_Lakes	Uganda
African_Great_Lakes	Zambezi
African_Grey_Hornbill	Africa
African_Grey_Hornbill	Animal
African_Grey_Hornbill	Binomial_nomenclature
African_Grey_Hornbill	Carolus_Linnaeus
African_Grey_Hornbill	Chordate
African_Grey_Hornbill	Sahara
African_Grey_Hornbill	Scientific_classification
African_Grey_Parrot	Ancient_Greece
African_Grey_Parrot	Ancient_Rome
African_Grey_Parrot	Animal
African_Grey_Parrot	Binomial_nomenclature
African_Grey_Parrot	Carolus_Linnaeus
African_Grey_Parrot	Chordate
African_Grey_Parrot	Cooperative
African_Grey_Parrot	Egypt
African_Grey_Parrot	Evolution
African_Grey_Parrot	Henry_VIII_of_England
African_Grey_Parrot	Language
African_Grey_Parrot	Parrot
African_Grey_Parrot	Scientific_classification
African_Jacana	Africa
African_Jacana	Animal
African_Jacana	Bird
African_Jacana	Chordate
African_Jacana	Coot
African_Jacana	Insect
African_Jacana	Sahara
African_Jacana	Scientific_classification
African_Jacana	Wader
African_Penguin	Africa
African_Penguin	Binomial_nomenclature
African_Penguin	Cape_Town
African_Penguin	Carolus_Linnaeus
African_Penguin	Fish
African_Penguin	Magellanic_Penguin
African_Penguin	Namibia
African_Penguin	South_Africa
African_Penguin	South_America
African_Penguin	Vertebrate
African_Union	AIDS
African_Union	Abuja
African_Union	Addis_Ababa
African_Union	Africa
African_Union	Algeria
African_Union	Arabic_language
African_Union	Banjul
African_Union	Benin
African_Union	Botswana
African_Union	Burkina_Faso
African_Union	Burundi
African_Union	Côte_d'Ivoire
African_Union	Central_African_Republic
African_Union	Chad
African_Union	Chadian-Sudanese_conflict
African_Union	Comoros
African_Union	Currency
African_Union	Democracy
African_Union	Democratic_Republic_of_the_Congo
African_Union	Equatorial_Guinea
African_Union	Famine
African_Union	French_language
African_Union	Gabon
African_Union	Ghana
African_Union	Gold
African_Union	Guinea
African_Union	HIV
African_Union	Human_rights
African_Union	International_law
African_Union	Kenya
African_Union	Liberal_democracy
African_Union	Liberia
African_Union	Libya
African_Union	Lomé
African_Union	Lord's_Resistance_Army
African_Union	Madagascar
African_Union	Malawi
African_Union	Mali
African_Union	Maputo
African_Union	Mauritania
African_Union	Mauritius
African_Union	Morocco
African_Union	NATO
African_Union	Namibia
African_Union	Nationalism
African_Union	Nigeria
African_Union	Portuguese_language
African_Union	Republic_of_the_Congo
African_Union	Rwanda
African_Union	São_Tomé_and_Príncipe
African_Union	Second_Congo_War
African_Union	Senegal
African_Union	Seychelles
African_Union	Sierra_Leone
African_Union	Somalia
African_Union	South_Africa
African_Union	Spanish_language
African_Union	Sudan
African_Union	Swaziland
African_Union	Tanzania
African_Union	Time_zone
African_Union	Tunisia
African_Union	Uganda
African_Union	United_Nations
African_Wild_Dog	Africa
African_Wild_Dog	Animal
African_Wild_Dog	Chordate
African_Wild_Dog	Dog
African_Wild_Dog	Hyena
African_Wild_Dog	Lion
African_clawed_frog	Animal
African_clawed_frog	Frog
African_clawed_frog	Scientific_classification
African_clawed_frog	South_Africa
African_dwarf_frog	Africa
African_dwarf_frog	Animal
African_dwarf_frog	Chordate
African_dwarf_frog	Frog
African_slave_trade	18th_century
African_slave_trade	Atlantic_slave_trade
African_slave_trade	Brazil
African_slave_trade	Camel
African_slave_trade	Ghana
African_slave_trade	Indian_Ocean
African_slave_trade	Law
African_slave_trade	League_of_Nations
African_slave_trade	Mining
African_slave_trade	Napoleon_I_of_France
African_slave_trade	Peace
African_slave_trade	Portugal
African_slave_trade	Royal_Navy
African_slave_trade	Scotland
African_slave_trade	Scramble_for_Africa
African_slave_trade	Sudan
African_slave_trade	Sugar
Afrikaans	17th_century
Afrikaans	18th_century
Afrikaans	19th_century
Afrikaans	Amsterdam
Afrikaans	Auckland
Afrikaans	Australia
Afrikaans	Botswana
Afrikaans	Canada
Afrikaans	Dutch_language
Afrikaans	Flanders
Afrikaans	France
Afrikaans	French_language
Afrikaans	German_language
Afrikaans	History_of_South_Africa
Afrikaans	Hollandic
Afrikaans	Lesotho
Afrikaans	Linguistics
Afrikaans	Namibia
Afrikaans	Netherlands
Afrikaans	New_Zealand
